AnimalType,IntakeMonth,Breed,Age,Sex,SpayNeuter,Size,Color,IntakeType,Class
CAT,June,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,GRAY,Stray
CAT,February,,,FEMALE,false,LARGE,BLACK,Stray
DOG,April,JACK RUSS TER - BEAGLE,Older than 1 year,MALE,true,SMALL,WHITE,Stray
CAT,August,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,ORG TABBY,Stray
CAT,May,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,GRAY TABBY,Owner Surrender
DOG,November,,Older than 7 years,FEMALE,true,SMALL,WHITE,Owner Surrender
DOG,May,,,UNKNOWN,false,PUPPY,BLACK,Stray
CAT,May,,,MALE,true,X-LRG,BRN TIGER,Owner Surrender
DOG,April,,,FEMALE,true,MED,BLACK,Stray
CAT,October,,Infant - Younger than 6 months,MALE,false,KITTN,BLK TABBY,Stray
CAT,June,,,UNKNOWN,false,MED,GRAY,Stray
CAT,August,,,MALE,false,KITTN,ORANGE,Stray
DOG,January,GERM SHEPHERD - CHOW CHOW,Infant - Younger than 6 months,MALE,false,PUPPY,TAN,Stray
CAT,September,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,WHITE,Stray
DOG,April,,Infant - Younger than 6 months,MALE,true,MED,BROWN,Stray
CAT,April,,,UNKNOWN,false,LARGE,BRN TABBY,Stray
DOG,June,GERM SHEPHERD - MIX,Older than 1 year,MALE,true,LARGE,TAN,Foster Return
CAT,September,,,MALE,false,KITTN,BLACK,Stray
DOG,June,,,FEMALE,false,MED,BR BRINDLE,Stray
CAT,July,,,FEMALE,false,MED,GRAY TABBY,Stray
CAT,July,,Infant - Younger than 6 months,FEMALE,false,KITTN,BLK SMOKE,Stray
DOG,June,BORDER COLLIE - MIX,Older than 7 years,MALE,true,MED,BLACK,Stray
DOG,September,PUG - BEAGLE,Infant - Younger than 6 months,MALE,true,PUPPY,BLACK,Owner Surrender
CAT,January,,,MALE,false,MED,GRAY,Stray
CAT,January,,,MALE,false,MED,ORG TABBY,Owner Surrender
DOG,October,,Older than 7 years,MALE,true,MED,WHITE,Owner Surrender
DOG,September,GERM SHEPHERD - CHINESE SHARPEI,Older than 7 years,MALE,true,LARGE,BROWN,Stray
CAT,March,,,UNKNOWN,false,LARGE,BRN TABBY,Stray
DOG,March,,Older than 1 year,FEMALE,true,MED,TRICOLOR,Owner Surrender
DOG,June,,Older than 1 year,MALE,false,MED,BROWN,Stray
CAT,January,,,MALE,true,SMALL,BLACK,Stray
CAT,July,SIAMESE - MIX,Older than 1 year,FEMALE,true,SMALL,TORTIE PT,Stray
DOG,May,BORDER COLLIE - PIT BULL,Infant - Younger than 6 months,FEMALE,true,PUPPY,BLACK,Owner Surrender
DOG,October,,Older than 7 years,MALE,false,MED,BLACK,Owner Surrender
DOG,June,BEAGLE - MIX,,MALE,false,PUPPY,TRICOLOR,Stray
CAT,December,,Older than 1 year,MALE,true,LARGE,BLACK,Stray
CAT,October,,,MALE,true,MED,BRN TABBY,Stray
DOG,September,,Infant - Younger than 6 months,MALE,false,PUPPY,BROWN,Owner Surrender
DOG,February,PEKINGESE - MIX,Older than 1 year,FEMALE,true,TOY,BLACK,Out Patient Spay or Neuter
DOG,July,,Older than 1 year,FEMALE,true,SMALL,BLACK,Stray
DOG,September,LABRADOR RETR - MIX,Older than 7 years,FEMALE,true,MED,BLACK,Stray
DOG,February,CHIHUAHUA SH - PURE BRED,Older than 7 years,MALE,false,MED,TAN,Owner Surrender
DOG,June,LABRADOR RETR - MIX,Older than 7 years,MALE,false,LARGE,BLACK,Owner Surrender
CAT,May,,,FEMALE,false,MED,ORANGE,Stray
CAT,July,,Older than 1 year,UNKNOWN,false,MED,WHITE,Owner Surrender
CAT,February,,Older than 7 years,FEMALE,false,MED,ORG TABBY,Owner Surrender
CAT,April,,,FEMALE,false,MED,GRAY,Stray
CAT,October,,Older than 1 year,FEMALE,true,MED,TORTIE PT,Owner Surrender
DOG,January,COLLIE SMOOTH - ENG FOXHOUND,,FEMALE,true,MED,WHITE,Stray
DOG,November,,Infant - Younger than 6 months,FEMALE,false,PUPPY,BR BRINDLE,Stray
DOG,August,,,FEMALE,false,TOY,BROWN,Owner Surrender
CAT,February,,Older than 1 year,FEMALE,true,MED,BLACK,Out Patient Spay or Neuter
DOG,June,,,FEMALE,false,SMALL,BLACK,Stray
CAT,August,,Infant - Younger than 6 months,MALE,true,KITTN,GRAY TABBY,Foster Return
CAT,September,,Older than 1 year,UNKNOWN,false,SMALL,WHITE,Stray
CAT,April,,Older than 7 years,FEMALE,true,LARGE,CALICO,Owner Surrender
DOG,April,SHETLD SHEEPDOG - MIX,Youth - Younger than 1 year,FEMALE,false,MED,BLACK,Owner Surrender
CAT,January,DOMESTIC SH - SIAMESE,Older than 1 year,FEMALE,false,X-LRG,CALICO,Stray
DOG,April,,,MALE,false,LARGE,RED,Stray
DOG,August,,,MALE,false,PUPPY,YELLOW,Stray
CAT,September,,,UNKNOWN,false,KITTN,GRAY,Stray
DOG,August,GERM SHEPHERD - MIX,Infant - Younger than 6 months,FEMALE,true,PUPPY,TAN,Owner Surrender
CAT,August,,,FEMALE,false,MED,GRAY,Stray
CAT,June,,Infant - Younger than 6 months,MALE,true,KITTN,BRN TABBY,Owner Surrender
CAT,April,,,MALE,true,LARGE,ORG TABBY,Owner Surrender
CAT,June,,,FEMALE,false,KITTN,GRAY TIGER,Stray
DOG,February,,,FEMALE,false,SMALL,FAWN,Owner Surrender
CAT,July,,,MALE,false,MED,GRAY,Owner Surrender
CAT,September,,Infant - Younger than 6 months,MALE,false,KITTN,BLACK,Stray
CAT,February,,,UNKNOWN,false,MED,GRAY,Stray
DOG,April,LABRADOR RETR - MIX,Infant - Younger than 6 months,MALE,true,PUPPY,BROWN,Stray
DOG,July,PIT BULL - PIT BULL,,MALE,false,SMALL,WHITE,Stray
DOG,September,,,MALE,false,MED,TAN,Stray
CAT,June,,,FEMALE,true,MED,WHITE,Stray
DOG,August,,,MALE,false,SMALL,UNKNOWN,Reported Lost by Public
CAT,July,,Infant - Younger than 6 months,FEMALE,true,KITTN,WHITE,Stray
CAT,March,,Older than 1 year,MALE,false,MED,BLACK,Stray
CAT,July,,Older than 1 year,FEMALE,false,SMALL,BLACK,Owner Surrender
DOG,July,,Older than 1 year,MALE,true,LARGE,BROWN,Stray
DOG,June,,,FEMALE,false,SMALL,UNKNOWN,Reported Lost by Public
DOG,June,,,MALE,false,SMALL,BLACK,Owner Surrender
DOG,December,CHIHUAHUA SH - MIX,Youth - Younger than 1 year,MALE,false,MED,BLACK,Stray
CAT,May,,Older than 7 years,MALE,true,MED,BLACK,Owner Surrender
CAT,September,,,FEMALE,false,MED,BUFF,Stray
CAT,May,,,UNKNOWN,false,KITTN,WHITE,Owner Surrender
CAT,May,,,FEMALE,false,MED,TORTIE,Stray
CAT,April,,Older than 1 year,FEMALE,true,MED,WHITE,Owner Surrender
CAT,July,,Older than 1 year,MALE,false,SMALL,GOLD,Owner Surrender
DOG,May,,Older than 1 year,MALE,true,SMALL,TAN,Owner Surrender
CAT,February,,Infant - Younger than 6 months,FEMALE,true,KITTN,ORANGE,Foster Return
CAT,July,,Infant - Younger than 6 months,MALE,false,KITTN,BRN TABBY,Stray
DOG,March,,Older than 1 year,MALE,true,LARGE,BLACK,Owner Surrender
DOG,February,GERM SHEPHERD - SIBERIAN HUSKY,Older than 7 years,MALE,true,LARGE,BLACK,Owner Surrender
DOG,April,,,FEMALE,false,MED,BLACK,Stray
DOG,July,,,MALE,false,MED,UNKNOWN,Reported Found by Public
CAT,September,,Older than 1 year,UNKNOWN,false,LARGE,GRAY,Stray
DOG,August,MIN PINSCHER - MIX,,FEMALE,false,SMALL,BLACK,Stray
CAT,December,,Infant - Younger than 6 months,FEMALE,true,SMALL,CALICO,Owner Surrender
CAT,May,,,UNKNOWN,false,KITTN,BLACK,Stray
CAT,June,,,MALE,false,MED,WHITE,Stray
DOG,October,PIT BULL - MIX,Youth - Younger than 1 year,FEMALE,true,MED,BLACK,Stray
DOG,March,BEAGLE - MIX,Older than 1 year,FEMALE,true,MED,BROWN,Owner Surrender
CAT,January,,Older than 1 year,FEMALE,true,LARGE,BRN TABBY,Owner Surrender
CAT,January,,Older than 1 year,FEMALE,true,MED,BRN TABBY,Foster Return
CAT,July,,,FEMALE,false,KITTN,CALICO,Stray
DOG,February,AUST SHEPHERD - BORDER COLLIE,Youth - Younger than 1 year,MALE,true,MED,WHITE,Stray
DOG,July,LABRADOR RETR - MIX,Older than 1 year,FEMALE,true,MED,BROWN,Owner Surrender
CAT,June,DOMESTIC SH - DOMESTIC SH,,MALE,false,SMALL,BRN TABBY,Stray
DOG,June,,Older than 1 year,MALE,false,LARGE,BLACK,Stray
DOG,February,GERM SHEPHERD - MIX,Older than 7 years,FEMALE,true,MED,TAN,Owner Surrender
CAT,April,,,UNKNOWN,false,SMALL,ORANGE,Stray
CAT,April,BALINESE - MIX,Older than 1 year,FEMALE,true,LARGE,TAN,Owner Surrender
CAT,July,,,FEMALE,false,MED,TORTIE,Stray
DOG,March,,,UNKNOWN,false,MED,GRAY,Impound
CAT,August,,Infant - Younger than 6 months,FEMALE,true,KITTN,BLACK,Stray
DOG,June,LABRADOR RETR - MIX,Older than 1 year,MALE,true,MED,RED,Owner Surrender
DOG,July,,,FEMALE,false,MED,TAN,Impound
CAT,December,,Youth - Younger than 1 year,FEMALE,true,MED,GRAY,Stray
CAT,July,SIAMESE - MIX,Infant - Younger than 6 months,FEMALE,true,KITTN,WHITE,Owner Surrender
CAT,January,,Infant - Younger than 6 months,MALE,true,SMALL,BLK TABBY,Stray
DOG,August,AUST CATTLE DOG - GERM SHEPHERD,,FEMALE,true,MED,TRICOLOR,Stray
DOG,June,GERM SHEPHERD - CHOW CHOW,,MALE,false,MED,BROWN,Owner Surrender
CAT,July,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,ORANGE,Stray
DOG,January,,Older than 1 year,FEMALE,true,MED,BLACK,Owner Surrender
CAT,February,,Youth - Younger than 1 year,FEMALE,true,MED,GRAY,Foster Return
DOG,June,AUST SHEPHERD - MIX,Youth - Younger than 1 year,FEMALE,true,MED,RED,Owner Surrender
DOG,November,NEWFOUNDLAND - IRISH WOLFHOUND,Older than 1 year,MALE,true,X-LRG,BLACK,Stray
DOG,March,,Older than 1 year,MALE,true,SMALL,WHITE,Owner Surrender
CAT,July,,Older than 1 year,FEMALE,false,MED,BLACK,Impound
DOG,March,CHOW CHOW - MIX,,MALE,false,PUPPY,BROWN,Stray
CAT,March,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,BUFF,Owner Surrender
DOG,August,GERM SHEPHERD - MIX,,MALE,false,LARGE,BROWN,Stray
CAT,April,,Older than 1 year,FEMALE,false,MED,ORG TABBY,Stray
DOG,April,,Older than 1 year,MALE,true,PUPPY,BLACK,Owner Surrender
CAT,July,,,FEMALE,false,MED,BLK TABBY,Stray
CAT,September,,,MALE,true,LARGE,BLACK,Owner Surrender
CAT,July,,Older than 1 year,FEMALE,true,LARGE,BRN TABBY,Owner Surrender
CAT,March,,,FEMALE,false,SMALL,GRAY,Stray
CAT,March,,,MALE,false,MED,BRN TABBY,Owner Surrender
DOG,February,,,FEMALE,true,MED,BLACK,Stray
CAT,December,,Older than 1 year,FEMALE,false,MED,GRAY,Stray
CAT,September,,Youth - Younger than 1 year,MALE,false,KITTN,GRAY TABBY,Owner Surrender
DOG,November,,,UNKNOWN,false,LARGE,BROWN,Stray
CAT,June,,Older than 1 year,MALE,true,MED,ORANGE,Owner Surrender
DOG,January,LABRADOR RETR - SIBERIAN HUSKY,,MALE,true,LARGE,YELLOW,Stray
CAT,August,,,UNKNOWN,false,LARGE,BLACK,Stray
DOG,September,BOXER - MIX,Older than 1 year,FEMALE,false,LARGE,TAN,Stray
DOG,November,,Older than 1 year,MALE,true,TOY,RED,Owner Surrender
CAT,January,,Infant - Younger than 6 months,MALE,true,KITTN,ORANGE,Owner Surrender
DOG,August,LABRADOR RETR - MIX,Older than 7 years,FEMALE,true,LARGE,RED,Owner Surrender
CAT,June,,Infant - Younger than 6 months,FEMALE,false,KITTN,GRAY,Owner Surrender
CAT,August,,,FEMALE,false,LARGE,TORTIE,Stray
DOG,June,,Infant - Younger than 6 months,FEMALE,false,MED,BLUE,Stray
CAT,July,,Infant - Younger than 6 months,MALE,true,KITTN,WHITE,Stray
CAT,September,,Older than 1 year,FEMALE,false,MED,BRN TABBY,Stray
CAT,March,,Infant - Younger than 6 months,FEMALE,true,KITTN,BROWN,Foster Return
DOG,August,,Youth - Younger than 1 year,MALE,false,MED,TAN,Stray
DOG,September,,Older than 1 year,MALE,true,LARGE,BLACK,Stray
DOG,January,,,FEMALE,false,MED,BROWN,Stray
CAT,October,,Older than 7 years,MALE,true,LARGE,BLACK,Owner Surrender
CAT,July,,,FEMALE,false,MED,BLACK,Stray
DOG,June,SHIH TZU - MIX,Older than 1 year,FEMALE,true,SMALL,BLACK,Stray
CAT,April,,,UNKNOWN,false,KITTN,BRN TABBY,Stray
CAT,April,,Older than 1 year,FEMALE,false,MED,BRN TABBY,Stray
DOG,July,,Older than 1 year,FEMALE,true,MED,BROWN,Stray
CAT,September,,,UNKNOWN,false,LARGE,BRN TIGER,Stray
DOG,November,LABRADOR RETR - BORDER COLLIE,,MALE,true,MED,BLACK,Stray
DOG,March,,Youth - Younger than 1 year,MALE,true,LARGE,BROWN,Stray
DOG,April,,,FEMALE,false,PUPPY,WHITE,Owner Surrender
CAT,May,,Infant - Younger than 6 months,MALE,true,KITTN,ORANGE,Stray
CAT,November,,Infant - Younger than 6 months,MALE,false,KITTN,BLACK,Owner Surrender
DOG,July,PIT BULL - NEWFOUNDLAND,Infant - Younger than 6 months,FEMALE,false,PUPPY,TAN,Owner Surrender
DOG,June,LABRADOR RETR - MIX,Older than 7 years,MALE,false,MED,YELLOW,Owner Surrender
CAT,September,,Infant - Younger than 6 months,FEMALE,false,SMALL,CALICO,Stray
CAT,May,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,GRAY TABBY,Owner Surrender
CAT,February,,Older than 1 year,FEMALE,false,MED,WHITE,Owner Surrender
CAT,February,,,UNKNOWN,false,MED,GRAY,Stray
CAT,January,,,MALE,true,LARGE,GRAY,Stray
DOG,March,LABRADOR RETR - MIX,Older than 1 year,FEMALE,true,MED,BLACK,Owner Surrender
CAT,January,,,UNKNOWN,false,LARGE,ORG TABBY,Stray
DOG,December,,,FEMALE,true,LARGE,TAN,Stray
CAT,February,,,UNKNOWN,false,LARGE,GRAY TIGER,Stray
DOG,January,GERM SHEPHERD - MIX,Older than 7 years,MALE,false,LARGE,BLACK,Owner Surrender
DOG,April,,Infant - Younger than 6 months,MALE,false,SMALL,BROWN,Impound
CAT,November,,Infant - Younger than 6 months,MALE,false,KITTN,GRAY TIGER,Stray
DOG,April,LABRADOR RETR - MIX,Older than 1 year,FEMALE,true,MED,BROWN,Stray
DOG,March,CHIHUAHUA SH - DACHSHUND,Older than 1 year,FEMALE,true,TOY,BROWN,Stray
DOG,August,,,UNKNOWN,false,,UNKNOWN,Reported Lost by Public
DOG,February,,Older than 1 year,FEMALE,true,MED,BLACK,Stray
DOG,July,,Infant - Younger than 6 months,FEMALE,true,SMALL,TAN,Owner Surrender
DOG,July,,,MALE,false,MED,UNKNOWN,Reported Lost by Public
CAT,January,,Youth - Younger than 1 year,FEMALE,false,KITTN,BRN TABBY,Owner Surrender
DOG,July,,Older than 1 year,FEMALE,false,MED,TAN,Stray
CAT,July,,,UNKNOWN,false,MED,BLACK,Owner Surrender
DOG,February,,Youth - Younger than 1 year,FEMALE,false,SMALL,WHITE,Owner Surrender
CAT,June,,Infant - Younger than 6 months,FEMALE,false,KITTN,CREAM,Stray
DOG,April,PUG - AMER BULLDOG,Youth - Younger than 1 year,MALE,false,SMALL,BUFF,Stray
DOG,August,BOXER - MIX,Youth - Younger than 1 year,MALE,true,MED,WHITE,Stray
CAT,November,,Youth - Younger than 1 year,FEMALE,false,MED,GRAY,Owner Surrender
CAT,April,,,UNKNOWN,false,KITTN,GRAY TABBY,Stray
CAT,September,,,FEMALE,false,LARGE,ORG TABBY,Owner Surrender
DOG,January,,Older than 7 years,MALE,true,LARGE,BLACK,Stray
DOG,September,COLLIE SMOOTH - MIX,Infant - Younger than 6 months,FEMALE,true,PUPPY,BROWN,Stray
CAT,August,,Infant - Younger than 6 months,MALE,false,KITTN,BLACK,Owner Surrender
DOG,December,,Older than 1 year,FEMALE,true,SMALL,BROWN,Owner Surrender
CAT,August,,Older than 1 year,FEMALE,false,MED,TORTIE,Owner Surrender
CAT,May,,,UNKNOWN,false,KITTN,WHITE,Stray
DOG,May,LABRADOR RETR - MIX,Youth - Younger than 1 year,MALE,true,LARGE,BR BRINDLE,Owner Surrender
DOG,April,,,MALE,false,MED,WHITE,Stray
DOG,June,,Older than 1 year,MALE,false,LARGE,CHOCOLATE,Stray
DOG,July,,,MALE,false,,UNKNOWN,Reported Lost by Public
CAT,November,,,FEMALE,false,KITTN,ORG TABBY,Owner Surrender
DOG,December,,Older than 1 year,FEMALE,true,MED,FAWN,Stray
CAT,September,,,FEMALE,true,MED,BLACK,Owner Surrender
CAT,August,,Infant - Younger than 6 months,MALE,true,SMALL,BRN TABBY,Stray
CAT,April,,Youth - Younger than 1 year,FEMALE,false,SMALL,BLACK,Stray
DOG,March,LABRADOR RETR - CHOW CHOW,Older than 7 years,FEMALE,true,LARGE,BLACK,Impound
CAT,April,,,FEMALE,false,SMALL,CALICO,Stray
CAT,July,,Infant - Younger than 6 months,MALE,false,KITTN,BRN TABBY,Stray
CAT,September,,Infant - Younger than 6 months,FEMALE,false,KITTN,CALICO,Owner Surrender
DOG,April,,,MALE,false,LARGE,WHITE,Stray
CAT,March,,,MALE,false,MED,BLACK,Stray
DOG,February,,Older than 1 year,MALE,true,MED,BLACK,Stray
DOG,February,,,MALE,false,X-LRG,WHITE,Stray
DOG,August,,Older than 1 year,FEMALE,true,LARGE,RED,Stray
DOG,March,LABRADOR RETR - MIX,Older than 1 year,MALE,true,MED,TAN,Stray
DOG,July,,Older than 7 years,FEMALE,true,SMALL,GRAY,Owner Surrender
DOG,October,GOLDEN RETR - LABRADOR RETR,Youth - Younger than 1 year,MALE,false,MED,CREAM,Owner Surrender
CAT,August,,,MALE,false,KITTN,ORANGE,Stray
CAT,April,,Infant - Younger than 6 months,MALE,true,KITTN,BRN TABBY,Owner Surrender
CAT,June,,Infant - Younger than 6 months,FEMALE,true,KITTN,GRAY TIGER,Stray
DOG,September,,Older than 1 year,MALE,false,MED,BROWN,Stray
DOG,September,,Older than 1 year,MALE,true,MED,BROWN,Stray
DOG,March,,Youth - Younger than 1 year,MALE,true,MED,TAN,Impound
DOG,November,,Older than 1 year,MALE,true,LARGE,BROWN,Owner Surrender
DOG,September,,,MALE,false,MED,RED,Stray
CAT,May,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,WHITE,Stray
CAT,April,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,BLK TABBY,Stray
CAT,April,,,UNKNOWN,false,MED,ORG TABBY,Stray
CAT,May,,,FEMALE,false,KITTN,BRN TABBY,Stray
CAT,February,,Infant - Younger than 6 months,MALE,true,KITTN,BUFF,Owner Surrender
DOG,October,AUST SHEPHERD - MIX,Older than 1 year,FEMALE,false,LARGE,BLACK,Stray
DOG,July,,Older than 1 year,MALE,true,SMALL,RED,Owner Surrender
CAT,June,,,FEMALE,false,MED,GRAY,Stray
DOG,August,MASTIFF - MIX,Infant - Younger than 6 months,MALE,true,PUPPY,FAWN,Owner Surrender
DOG,March,AMERICAN STAFF - PURE BRED,Older than 7 years,MALE,false,MED,FAWN,Owner Surrender
DOG,December,,Older than 1 year,MALE,true,MED,BR BRINDLE,Stray
DOG,February,BEAGLE - MIX,Older than 1 year,FEMALE,true,MED,TRICOLOR,Owner Surrender
CAT,August,,Infant - Younger than 6 months,MALE,true,KITTN,BRN TIGER,Stray
DOG,July,,Older than 1 year,MALE,true,LARGE,BLACK,Owner Surrender
CAT,September,,,FEMALE,false,MED,BLACK,Stray
DOG,September,,,MALE,true,LARGE,BLACK,Stray
DOG,March,DACHSHUND - MIX,,FEMALE,false,SMALL,BLACK,Stray
DOG,February,,Older than 1 year,FEMALE,false,MED,BLACK,Owner Surrender
CAT,May,,Infant - Younger than 6 months,MALE,true,KITTN,ORG TIGER,Stray
CAT,March,,,FEMALE,false,LARGE,CALICO,Stray
DOG,June,CHIHUAHUA SH - MIX,Older than 1 year,FEMALE,true,TOY,TAN,Owner Surrender
DOG,April,,Older than 1 year,FEMALE,true,SMALL,WHITE,Owner Surrender
CAT,August,,Older than 1 year,MALE,true,LARGE,BLACK,Owner Surrender
CAT,July,,Older than 1 year,FEMALE,false,LARGE,CALICO,Stray
CAT,March,,Youth - Younger than 1 year,MALE,true,MED,BLACK,Stray
DOG,April,,Older than 1 year,MALE,true,LARGE,RED,Owner Surrender
DOG,June,GERM SHEPHERD - MIX,Youth - Younger than 1 year,MALE,true,LARGE,BLACK,Stray
CAT,May,,,UNKNOWN,false,KITTN,BLK TABBY,Stray
CAT,June,,,FEMALE,false,KITTN,BRN TABBY,Stray
DOG,September,,Older than 7 years,FEMALE,true,LARGE,BROWN,Stray
CAT,February,,Older than 1 year,MALE,false,MED,BLUE,Owner Surrender
CAT,January,,,FEMALE,true,MED,WHITE,Stray
DOG,June,,Older than 1 year,FEMALE,false,MED,BROWN,Stray
CAT,January,,,FEMALE,false,MED,GRAY TABBY,Owner Surrender
CAT,April,,,UNKNOWN,false,MED,BLACK,Owner Surrender
CAT,December,SNOWSHOE - MIX,Infant - Younger than 6 months,FEMALE,true,KITTN,WHITE,Owner Surrender
DOG,March,,Older than 1 year,MALE,true,MED,BROWN,Stray
DOG,February,POODLE MIN - MALTESE,Older than 7 years,MALE,true,SMALL,WHITE,Owner Surrender
CAT,September,,Infant - Younger than 6 months,MALE,false,KITTN,BLACK,Stray
CAT,May,,Infant - Younger than 6 months,MALE,false,KITTN,ORG TABBY,Stray
CAT,December,,Infant - Younger than 6 months,MALE,true,KITTN,WHITE,Owner Surrender
DOG,May,,Older than 1 year,FEMALE,true,MED,TRICOLOR,Stray
DOG,August,GERM SHEPHERD - CHOW CHOW,Older than 1 year,MALE,true,LARGE,BROWN,Owner Surrender
DOG,May,,Older than 1 year,FEMALE,false,SMALL,TRICOLOR,Stray
CAT,November,,,FEMALE,false,MED,CALICO,Stray
DOG,June,GERM SHEPHERD - MIX,Older than 7 years,FEMALE,true,MED,BROWN,Stray
CAT,July,,,UNKNOWN,false,LARGE,BLACK,Owner Surrender
CAT,August,,,UNKNOWN,false,KITTN,TORTIE,Owner Surrender
